customer_id,segment,region,tenure_months,mrr,login_frequency_weekly,feature_adoption_score,support_tickets_3m,avg_resolution_time_hours,days_since_last_login,session_duration_avg_min,late_payments_6m,email_engagement_rate,frustration_score,churn_risk_label,mrr_per_tenure,tickets_per_month,engagement_ratio,high_value_customer,customer_status,anomaly_score,is_anomaly,churn_probability,predicted_risk
CUST_000021,Startup,Europe,4,167.61292503891136,3.6469581656925283,69.3511109425778,2,25.686649421698,2,4.952260563297711,1,0.6383163433785555,48.51726703337903,Medium Risk,33.52258500778227,0.6666666666666666,2.327913000779419,0,Frustrated,0.11148060308275615,0,0.694647522278154,Medium Risk
CUST_000022,Enterprise,Europe,1,2597.240759723224,1.3046336265995013,50.890262278014795,1,6.4551852803172025,8,68.79849446004174,0,0.9374885022701349,29.189771677928626,Low Risk,1298.620379861612,0.3333333333333333,1.223079024612021,1,Healthy,0.01060150013871397,0,0.12313768868134072,Low Risk
CUST_000023,SMB,Latin America,57,159.65077621282407,14.496501906798635,45.40416834547578,1,56.69655167497848,0,14.42770310176224,0,0.8309496984405652,40.0,Low Risk,2.752599589876277,0.3333333333333333,12.045863887897404,0,At Risk,-0.03727259957725115,1,0.3642572332415236,Low Risk
CUST_000024,SMB,Asia Pacific,1,449.39028862800524,2.5287203076696083,74.20462553663594,0,15.528880347614603,2,10.595697429847224,2,0.7402502467949833,26.19795844326527,Low Risk,224.69514431400262,0.0,1.8718858318279137,0,Healthy,0.03719443045690307,0,0.30373217238575756,Low Risk
CUST_000025,SMB,Latin America,31,631.9900983615966,1.397957052064432,65.1164028892792,3,12.152606600829023,6,46.57416943165438,1,0.3535708379814734,53.57209854766229,Medium Risk,19.749690573799892,1.0,0.49427684636053143,0,At Risk,0.0824822768069422,0,0.9668564675391267,Medium Risk
CUST_000026,Individual,Europe,3,26.977697678792506,1.8742790318260838,47.30915409564128,2,53.2550020778902,38,35.60964101786612,1,0.5467984960975185,75.0,High Risk,6.7444244196981264,0.6666666666666666,1.0248529558696156,0,At Risk,0.04031635846974935,0,0.07789169657311272,High Risk
CUST_000027,SMB,North America,58,925.8481322340557,0.25441226600464323,59.85667172551764,0,18.631502298540795,18,2.9344140766761937,1,0.5531597338356598,36.67335459148447,Low Risk,15.692341224306029,0.0,0.14073062134765552,1,Healthy,0.03197110880188603,0,0.38552480427582053,Low Risk
CUST_000028,Startup,North America,53,124.44408805162203,2.6974816558587924,31.333836104505675,3,6.796903273153324,12,29.57180748381953,1,0.4897540963649828,57.24806454572083,Medium Risk,2.304520149104112,1.0,1.3211026908262404,0,At Risk,0.1030388000537849,0,0.971701592612138,Medium Risk
CUST_000029,Startup,Asia Pacific,25,75.43308863454295,8.300364561292984,78.01547725981422,2,39.40135211099336,4,14.81930526521353,2,0.6011009464064432,57.06357121470382,Medium Risk,2.901272639790114,0.6666666666666666,4.989356993311714,0,At Risk,0.05499992978574697,0,0.9232509956194473,Medium Risk
CUST_000030,Enterprise,North America,26,1563.188796676223,3.87990443162467,32.48990615866031,3,9.771224858094786,11,37.19564465282503,0,0.26633756739502884,53.44034886964258,Medium Risk,57.89588135837863,1.0,1.0333643080441066,1,At Risk,0.0872811504935212,0,0.949471503203895,Medium Risk
CUST_000031,Startup,North America,1,88.81131551853149,1.721774057603394,30.902630633000967,4,35.23215918649528,5,4.407391800516685,0,0.6198512437831565,73.33333333333334,High Risk,44.40565775926574,1.3333333333333333,1.0672437911190358,0,At Risk,0.07489778542692055,0,0.03822541797944334,High Risk
CUST_000032,SMB,Europe,100,835.9657133890136,3.222158304062545,27.661002149816955,2,18.948674112654928,4,15.76770130781083,1,0.7811451062636133,49.509587987075996,Medium Risk,8.276888251376372,0.6666666666666666,2.516973190825121,0,At Risk,0.07760704908916127,0,0.9700990901184379,Medium Risk
CUST_000033,Enterprise,Europe,50,4109.962979721492,3.244253833941163,70.50038891285631,0,10.449032513810753,1,10.327188214269102,1,0.6839864175422501,18.097234205227124,Low Risk,80.58750940630377,0.0,2.219025557475126,1,Healthy,0.05341000352102626,0,0.013079187430674481,Low Risk
CUST_000034,Individual,Europe,54,25.356521534802113,2.58312660199251,67.68718887286555,1,18.65987221677601,21,52.53028356357088,0,0.5057851316481874,42.1249823609119,Medium Risk,0.46102766426912933,0.3333333333333333,1.3065070284527167,0,At Risk,0.08200132916591141,0,0.8343628254463141,Medium Risk
CUST_000035,Individual,North America,25,30.86293508253906,6.42327368765903,19.47025349272455,4,27.71953669936464,6,39.82449063213981,1,0.6924014416425843,76.32471043710291,High Risk,1.1870359647130408,1.3333333333333333,4.447483961399992,0,At Risk,0.06766237421600091,0,0.17522009948537376,High Risk
CUST_000036,Individual,North America,10,15.04776744616117,4.306089580460014,61.030190085771494,2,22.473128770242347,7,46.38436536381599,0,0.46258828544310665,46.506334130913835,Medium Risk,1.3679788587419246,0.6666666666666666,1.9919465959894245,0,At Risk,0.12311727715225435,0,0.9532650388120695,Medium Risk
CUST_000037,SMB,Europe,53,682.8164255123577,1.459565146137016,41.77804563514607,2,23.152495085556463,1,13.066345727134838,0,0.27738387393339353,45.13697609513945,Medium Risk,12.644748620599216,0.6666666666666666,0.40485983449364515,0,At Risk,0.10018025042698436,0,0.9368381557981934,Medium Risk
CUST_000038,Enterprise,Latin America,8,11336.173499335666,6.300048700007128,88.29997834574071,3,11.747668441971182,3,44.46032409119241,1,0.714439173590337,46.68229710708384,Medium Risk,1259.5748332595185,1.0,4.50100158681197,1,At Risk,-0.04858962663486299,1,0.8422542297593226,Medium Risk
CUST_000039,Startup,Asia Pacific,19,91.72211435855057,7.77819908076669,13.345380053746,1,6.506376890267573,23,6.444357443920468,1,0.8893692168150117,44.39981888975056,Medium Risk,4.586105717927529,0.3333333333333333,6.917690824692715,0,At Risk,0.007532694718635102,0,0.8358910877785598,Medium Risk
CUST_000040,SMB,Latin America,2,284.31304081287664,4.40655905861258,28.254851261392623,2,15.912764642439264,9,113.85398918718363,1,0.6352851664915515,50.94547790152454,High Risk,94.77101360429221,0.6666666666666666,2.7994216052055476,0,Frustrated,0.05773782361226165,0,0.36101206584255524,High Risk
CUST_000041,Enterprise,Asia Pacific,61,4836.23922431757,2.7991144547928766,84.98507037196941,2,1.7497799663646605,15,5.718570931339702,0,0.6437968356722685,34.09659840458403,Low Risk,78.003858456735,0.6666666666666666,1.802061028680161,1,Frustrated,0.05151852854187938,0,0.6094947200405758,Medium Risk
CUST_000042,SMB,Europe,3,164.41867056999828,2.164076160894265,66.27439876874915,1,29.376921604916525,3,74.94714039917133,1,0.6515881371526668,42.105696249322996,Medium Risk,41.10466764249957,0.3333333333333333,1.410086354333589,0,At Risk,0.08848015513681878,0,0.9421903132729434,Medium Risk
CUST_000043,Enterprise,North America,6,5917.354916610669,9.571578780106885,50.00655194778898,4,22.092271254435843,0,44.64301319096788,0,0.6191825492700488,63.80635914446461,Medium Risk,845.336416658667,1.3333333333333333,5.926554549605685,1,At Risk,-0.022514984210846634,1,0.8163740605724233,Medium Risk
CUST_000044,Individual,Europe,19,31.343691341175887,4.158384480373105,59.710216854194755,0,21.22091969742982,3,28.1183135459927,0,0.4609535334370262,23.32103144005469,Low Risk,1.5671845670587943,0.0,1.9168220196176748,0,Healthy,0.10309348789574846,0,0.008918629191677008,Low Risk
CUST_000045,SMB,Europe,34,1155.6592569348813,3.583979400867219,52.15993022485319,0,21.0769546142986,3,13.967921744644622,0,0.8998820338211022,24.741110588965988,Low Risk,33.01883591242518,0.0,3.2251586724253283,1,Healthy,0.07902634609722925,0,0.05147969171131388,Low Risk
CUST_000046,Startup,Europe,23,90.75583691550669,1.1819310535013516,17.166618500736643,5,3.5670337173637154,2,25.697369918862247,0,0.7854272869745412,53.562729406685655,Medium Risk,3.781493204812779,1.6666666666666667,0.9283209007425279,0,At Risk,0.03664993289203905,0,0.9429425439617724,Medium Risk
CUST_000047,SMB,Europe,6,613.2978871014174,1.5928898041824293,89.71894168507072,1,16.8700002669283,5,15.085392445921267,1,0.7420314324856342,30.933295163149374,Medium Risk,87.61398387163105,0.3333333333333333,1.1819743031892493,0,At Risk,0.0936810397403568,0,0.7169933516175275,Medium Risk
CUST_000048,Startup,Europe,1,65.0090268452092,0.8883856384962424,48.15081701004089,2,18.657486981538096,1,43.86045810727573,0,0.6199514114011001,42.32759603012798,Medium Risk,32.5045134226046,0.6666666666666666,0.550755930454213,0,At Risk,0.11127265807993497,0,0.8548505127056137,Medium Risk
CUST_000049,Startup,North America,33,83.6763704929348,2.7681109035279476,2.4163992659910183,4,27.55798015310951,19,28.511116567230655,0,0.741989256306635,79.89040426236011,High Risk,2.461069720380435,1.3333333333333333,2.0539085506829893,0,At Risk,0.045586744557761016,0,0.10689425679908832,High Risk
CUST_000050,SMB,Europe,101,233.22773510253532,2.124946887836096,47.23946563971778,2,1.490142734315886,16,10.1917744740868,0,0.6889661248299244,41.59800587561409,Medium Risk,2.286546422573876,0.6666666666666666,1.464016422781843,0,At Risk,0.053322517465034414,0,0.816040390037509,Medium Risk
CUST_000051,Individual,North America,39,22.67994410219316,3.714706246256688,34.96191652816264,5,5.844364690032876,2,19.189998532332147,0,0.6974245529731421,54.98606126460388,Medium Risk,0.566998602554829,1.6666666666666667,2.590727343222109,0,At Risk,0.05845731899707929,0,0.9262416779573865,Medium Risk
CUST_000052,Individual,Asia Pacific,14,21.460654774039437,7.117325592017413,74.26801762060555,1,82.24252280914695,7,27.26157187901639,2,0.11178962184264618,49.81306314254555,Medium Risk,1.4307103182692957,0.3333333333333333,0.7956431364626144,0,At Risk,-0.02200837745944484,1,0.9044192256594189,Medium Risk
CUST_000053,Individual,North America,56,29.03423665342311,5.404804666354975,74.04183055589249,1,33.511507252943716,4,36.805979377105906,0,0.46095672740067395,37.858300555488164,Low Risk,0.5093725728670722,0.3333333333333333,2.491381071242881,0,Healthy,0.10320064659815487,0,0.18464462348469965,Low Risk
CUST_000054,Individual,North America,12,18.303227029331833,6.164792774594009,64.31650242850402,1,13.852476294299656,2,105.86417162262745,0,0.8719336433352063,27.12783053156981,Low Risk,1.4079405407178334,0.3333333333333333,5.375290224358309,0,Healthy,0.05312661790693268,0,0.051294591198025256,Low Risk
CUST_000055,Startup,Europe,17,104.2553169686424,6.99678243951326,44.02317995211388,3,24.618739580576193,15,90.77622537721399,1,0.8320733036681199,70.38671223786012,High Risk,5.791962053813467,1.0,5.821835879492886,0,At Risk,0.04600790103503122,0,0.611687292126197,Medium Risk
CUST_000056,Individual,Europe,15,21.161548758647726,1.710542329476033,51.6077843562041,2,32.78274768378593,1,56.065799483379145,0,0.5763866454235824,50.34510979542584,Medium Risk,1.3225967974154829,0.6666666666666666,0.9859337551417309,0,At Risk,0.12261446056078867,0,0.968875314836108,Medium Risk
CUST_000057,Enterprise,Europe,14,4236.291406772297,2.421894711385852,90.75080463428823,2,8.9502758798215,6,26.11361344678337,1,0.6784193822903014,36.443761498030796,Low Risk,282.4194271181531,0.6666666666666666,1.6430603140705375,1,At Risk,0.08499698457448901,0,0.7545882731312531,Medium Risk
CUST_000058,SMB,North America,35,520.4996738280918,2.1557736265390055,59.83069449919438,1,39.76823710049055,2,6.605174069606983,1,0.5336962741100343,44.367194433494454,Medium Risk,14.45832427300255,0.3333333333333333,1.1505283523085437,0,Frustrated,0.10198536094363897,0,0.651252659367189,Medium Risk
CUST_000059,Enterprise,Europe,17,5102.34064065109,5.601874007921816,36.35246783244075,2,57.742421416186694,12,8.52731163912551,1,0.5952260968139024,63.0,Medium Risk,283.4633689250606,0.6666666666666666,3.334381600578554,1,At Risk,0.023370134588149905,0,0.9535923180370969,Medium Risk
CUST_000060,SMB,North America,9,731.5716155177815,1.1453057954440544,21.48630373023494,2,3.585821415918857,6,19.484610492175275,0,0.5214689740525759,36.24113838494928,Medium Risk,73.15716155177816,0.6666666666666666,0.5972414381266804,0,At Risk,0.11032376182779113,0,0.8886301994680543,Medium Risk
CUST_000061,SMB,Latin America,7,470.7308944434843,8.565099335521138,45.63242493186738,1,34.89957828046464,12,5.911166342424029,1,0.3397874809337322,53.0,Medium Risk,58.84136180543554,0.3333333333333333,2.9103135271639107,0,At Risk,0.06695968496475357,0,0.9551403651818015,Medium Risk
CUST_000062,SMB,Latin America,1,419.7525721951821,2.3479497644238085,57.877147628964906,2,35.214562765594664,2,25.079969501301033,2,0.8812685991917705,59.75790380754036,High Risk,209.87628609759105,0.6666666666666666,2.069174399866417,0,Frustrated,0.05505173763554383,0,0.17624048465200207,High Risk
CUST_000063,Individual,Europe,21,22.83905712800219,1.2234206915848875,72.2203666511616,0,33.44171616838486,0,47.07307961320839,1,0.112889799026897,30.55592666976768,Low Risk,1.0381389603637359,0.0,0.13811171599836528,0,Healthy,0.015354358747150021,0,0.11038025245665695,Low Risk
CUST_000064,SMB,North America,6,349.77008547973617,2.4291247829357445,31.667970471387928,1,48.19662361653448,1,18.76806363371305,0,0.5963786702754365,40.66666666666667,Medium Risk,49.967155068533735,0.3333333333333333,1.4486782079803275,0,At Risk,0.10504025532519096,0,0.9302935177389868,Medium Risk
CUST_000065,SMB,Asia Pacific,3,417.6536713421246,2.562424912987948,87.26353124203955,1,13.748808582857876,11,18.927052644497852,0,0.955243015618799,28.473632449211593,Low Risk,104.41341783553115,0.3333333333333333,2.4477385011793458,0,Frustrated,0.08375611045207809,0,0.657388242474566,Medium Risk
CUST_000066,Startup,North America,25,276.09625157825707,2.8615172099904793,88.66051405680126,1,3.5555518697924917,2,13.638490315146038,0,0.5007514313735107,15.82345044059339,Low Risk,10.619086599163733,0.3333333333333333,1.4329088388026674,0,Healthy,0.09742321965526568,0,0.012686367968092168,Low Risk
CUST_000067,Enterprise,Europe,27,3167.9938481744452,2.9641341440274913,18.391066123828132,4,6.425615601304914,2,22.713467484981106,2,0.5817860983904883,65.3493430841489,Medium Risk,113.14263743480161,1.3333333333333333,1.724492038759784,1,At Risk,0.035471044490327674,0,0.8684930692280282,Medium Risk
CUST_000068,Individual,North America,33,21.748562381079847,6.9531753814380615,55.76053140947073,1,14.672153343734585,4,91.89582345376913,0,0.3214997313771792,30.68465622460664,Low Risk,0.6396635994435249,0.3333333333333333,2.235444017350752,0,Healthy,0.07297848949779606,0,0.061018799631374486,Low Risk
CUST_000069,Enterprise,Latin America,16,4119.342572302213,4.2124579796234665,49.11228692704094,3,9.729204177406842,2,26.865920123277142,1,0.5248775955022384,52.41408594421261,Medium Risk,242.3142689589537,1.0,2.211024815498982,1,At Risk,0.0846612880784311,0,0.9662089252801865,Medium Risk
CUST_000070,Individual,North America,53,22.093645179747163,1.208723724337798,35.26940120270456,2,6.815957596324612,11,49.55460166407646,0,0.738016060361962,41.593306831036216,Medium Risk,0.4091415774027252,0.6666666666666666,0.8920575211018198,0,Frustrated,0.10871312693636381,0,0.6609826345695555,Medium Risk
CUST_000071,Individual,Europe,66,21.184211643503836,2.520942677744156,66.81807458892726,2,35.01977483511432,2,14.376285855289353,0,0.8039554063149594,47.96971841554788,Medium Risk,0.3161822633358782,0.6666666666666666,2.026725494782525,0,At Risk,0.11124422318602561,0,0.9474523776363687,Medium Risk
CUST_000072,SMB,Asia Pacific,39,574.9184180233634,2.102458085303322,69.94266106689089,1,16.348127012119306,6,64.04922522286853,1,0.604246465772511,35.22904716919639,Low Risk,14.372960450584085,0.3333333333333333,1.2704028674793728,0,Healthy,0.09469892724143847,0,0.174642916176184,Low Risk
CUST_000073,Enterprise,Europe,24,2126.229794364091,3.471899357044723,36.18394811074819,3,46.521875532241516,4,20.051369622230624,0,0.6423625185197552,62.666666666666664,Medium Risk,85.04919177456364,1.0,2.2302180150383673,1,At Risk,0.09762900906171329,0,0.9454438989440106,Medium Risk
CUST_000074,Individual,North America,8,41.99126250871534,3.110859986605193,27.384898773632365,2,15.562949275341136,2,37.997494525337444,0,0.3341817362060551,41.06017663042154,Medium Risk,4.6656958343017045,0.6666666666666666,1.039592591417669,0,At Risk,0.12089640337189766,0,0.9011866213754521,Medium Risk
CUST_000075,Startup,Latin America,97,137.20300066780095,10.352185517798759,52.703817847269384,3,20.386012173347417,2,15.233137780995351,0,0.869268456403545,53.533827372221594,Medium Risk,1.4000306190591933,1.0,8.99882832546006,0,At Risk,0.005470895841754475,0,0.9679124031195333,Medium Risk
CUST_000076,Startup,Europe,7,53.717261494119214,6.146109721091189,45.68417912633063,1,34.32888650857534,4,50.78938671919082,0,0.3744704716081823,42.666666666666664,Medium Risk,6.714657686764902,0.3333333333333333,2.301536605812651,0,At Risk,0.11054390155849292,0,0.9224020485137207,Medium Risk
CUST_000077,Individual,Europe,5,8.039261199763514,5.046173513553835,65.67436453486303,2,39.87929443011471,1,4.811003956865259,0,0.40394315923008506,47.53179375969406,Medium Risk,1.3398768666272522,0.6666666666666666,2.038367271088114,0,At Risk,0.10114318066409317,0,0.8102590692033824,Medium Risk
CUST_000078,Enterprise,North America,14,3067.6194561761445,0.3851962389715625,57.63041251630501,2,22.388896874420734,2,12.874709076971051,1,0.6102798603556688,48.80031137658529,Medium Risk,204.5079637450763,0.6666666666666666,0.23507750692909402,1,At Risk,0.09040781496881617,0,0.9496212700076653,Medium Risk
CUST_000079,SMB,Europe,1,442.8693775263112,5.978613439041548,63.338969421579705,2,14.92093325819997,0,27.10226397076593,2,0.8183515756196993,46.65778940205904,Medium Risk,221.4346887631556,0.6666666666666666,4.89260772786076,0,At Risk,0.04035619350087266,0,0.8068593585180542,Medium Risk
CUST_000080,Enterprise,Europe,92,18166.583986329068,0.5776229896283847,69.8562936455134,2,7.277585359470742,10,12.665796567629869,2,0.23093197016750794,47.2438987872332,Medium Risk,195.33961275622653,0.6666666666666666,0.13339161500892888,1,At Risk,-0.0715243753933622,1,0.8286614552340583,Medium Risk
CUST_000081,Individual,North America,21,32.80248607067075,2.2673821609728213,44.070130249525654,3,8.277657273916162,0,51.08983040058758,2,0.5364692342278861,55.1735357961976,Medium Risk,1.4910220941213979,1.0,1.2163807715990589,0,At Risk,0.0735872454717092,0,0.9623462427815102,Medium Risk
CUST_000082,Startup,North America,19,40.50297229410017,2.5112972264636473,71.14094674879337,1,35.79621665000192,14,8.68375265183307,2,0.7568272462697906,55.10514398357466,Medium Risk,2.0251486147050084,0.3333333333333333,1.9006181644694449,0,At Risk,0.0744998788817336,0,0.9154911603454318,Medium Risk
CUST_000083,SMB,Asia Pacific,25,354.17117659749306,6.773352320425151,74.73837702351894,3,77.49514147909355,0,6.926725002035468,0,0.26764476617818767,55.05232459529621,Medium Risk,13.62196833067281,1.0,1.8128522980426744,0,At Risk,0.02500550141442026,0,0.958004227366367,Medium Risk
CUST_000084,Enterprise,North America,16,4868.723045022588,1.4100240064469858,27.28362809313319,0,9.206979368513842,13,46.915454674969666,1,0.5266428570028372,29.42102877198782,Low Risk,286.3954732366228,0.0,0.7425790711978275,1,Healthy,0.036004350646532624,0,0.0681770019423901,Low Risk
CUST_000085,SMB,North America,1,567.6186915377233,2.867597139605607,66.89932055124166,7,5.20463783827897,7,69.58326876091758,0,0.46862072761147777,54.53970120534269,High Risk,283.80934576886165,2.3333333333333335,1.343815458058572,0,At Risk,-0.03589387879004036,1,0.08867589127816485,High Risk
CUST_000086,SMB,Europe,22,259.10507340875944,0.9640606125409067,38.18355378703354,4,9.869669116141283,4,21.38982773137779,3,0.6821800570961871,68.83520986425498,Medium Risk,11.265437974293889,1.3333333333333333,0.6576629237073408,0,At Risk,0.006350133879447106,0,0.8738044118725351,Medium Risk
CUST_000087,Startup,Asia Pacific,30,93.47322877175486,4.771481662920847,28.91025552349299,3,1.159606798116898,1,16.56703685409566,0,0.7597061753419958,41.39142091548973,Medium Risk,3.015265444250157,1.0,3.6249240848520623,0,At Risk,0.09489515349026612,0,0.9350994332676678,Medium Risk
CUST_000088,Startup,North America,12,69.8500371238774,2.2864922849897154,77.85614063867075,1,15.141792474631362,2,12.832525662898146,1,0.6837861964385095,30.225725502243783,Low Risk,5.3730797787598,0.3333333333333333,1.5634718627391138,0,Healthy,0.11265298699596665,0,0.11550891331804802,Low Risk
CUST_000089,Individual,Europe,33,14.396664438963242,3.751658478839745,21.192240452158956,1,6.292348039056409,8,85.93103200585935,0,0.740033816686735,29.26605085774359,Low Risk,0.42343130702833065,0.3333333333333333,2.7763541430009266,0,Healthy,0.07955483551046733,0,0.0867372500239995,Low Risk
CUST_000090,SMB,North America,6,569.2990810450119,0.1395259947006859,87.06221270388845,2,41.53075296055379,5,6.046733156693989,0,0.7396401882787161,45.920890792555646,Medium Risk,81.32844014928742,0.6666666666666666,0.10319903299019048,0,At Risk,0.06153228108697295,0,0.8436341837521032,Medium Risk
CUST_000091,Enterprise,North America,6,7362.330297639912,1.26479367785907,45.53836370139962,1,7.824693897292488,5,86.21362033386559,0,0.30757678305307157,28.22376701914114,Low Risk,1051.761471091416,0.3333333333333333,0.3890211706617557,1,At Risk,-0.014987645359999413,1,0.1494473614396822,Low Risk
CUST_000092,Startup,North America,4,152.27541536814238,3.8366701796236455,76.21933758697119,1,16.643785128997962,1,32.51736820307342,0,0.1801296977109997,25.825164854896155,Low Risk,30.455083073628476,0.3333333333333333,0.6910982396724142,0,Healthy,0.08165613296451063,0,0.23643249618608853,Low Risk
CUST_000093,Individual,Asia Pacific,11,33.31704075352551,5.260534850893304,70.22459746404917,7,30.20004281561618,4,34.32343237536111,0,0.6071685055291701,67.49677393361694,Medium Risk,2.7764200627937927,2.3333333333333335,3.1940310837010033,0,At Risk,-0.020841029149241797,1,0.8371288250689691,Medium Risk
